M,F,Fascia di eta,Stato civile,Titolo di studio,Attivita lavorativa,Numero dei componenti nucleo familiare,Siti internet frequentati maggiormente,Canali social frequentati abitualmente,Mezzi di informazione utilizzati in prevalenza,Principali hobby,Genere di film preferito,Sala cinematografica di riferimento,Criterio di scelta della sala cinematografica,Numero medio di film visti al cinema ogni mese,Abitualmente va al cinema,Influiscono sulla scelta dei film,Fonte principale di reperimento informazioni sui film,"Oltre che al cinema, preferisce vedere i film",Numero medio di libri letti in un anno,Numero medio di concerti visti in un anno,Numero medio di mostre viste in un anno,Numero medio di musei visitati in un anno,Numero medio di rappresentazioni teatrali viste in un anno,A quali attivita organizzate e promosse da Moovie Club per i propri iscritti  maggiormente interessato?
0,1,40 � 50,Coniugato/a  - convivente,Licenza media,Lavoratore dipendente,3,Altri,Facebook,"PC, tablet o smartphone",Cinema e teatro,Azione,The Space,Vicinanza a casa,Da 1 a 2,Con partner e figli,Il regista o il cast,Quotidiani stampa e periodici,Su PC o tablet attraverso digital download,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Licenza media,Altro,2,Altri,Facebook,"PC, tablet o smartphone",Cinema e teatro,Avventura,UCI,Vicinanza a casa,Pi� di 2,Con gli amici,Il passaparola,Web,Sui canali televisivi in chiaro,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,30 � 40,Celibe - Nubile,Laurea,Imprenditore,2,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Altro,Drammatico,UCI,Qualit� di immagine e suono,Da 1 a 2,Con il partner,Il regista o il cast,Siti internet specializzati,Su supporti DVD o Blu-ray,Da 1 a 3,Da 1 a 3,Pi� di 3,Pi� di 3,Nessuna,Inviti gratuiti ad anteprime
0,1,40 � 50,Separato/a � divorziato/a non convivente,Laurea,Lavoratore dipendente,pi� di 3,Notiziari,Instagram,Televisione,Cinema e teatro,Drammatico,The Space,Film programmati,Pi� di 2,Con gli amici,Il regista o il cast,Televisione e radio,Sui canali televisivi satellitari a pagamento,Pi� di 3,Nessuno,Nessuna,Nessuno,Da 1 a 3,Organizzazione di casting
0,1,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,3,Altri,Facebook,"PC, tablet o smartphone",Cinema e teatro,Thriller,The Space,Promozioni e sconti sul biglietto di ingresso,Pi� di 2,Con partner e figli,Il rating del film su Imdb e siti simili,Siti internet specializzati,Su PC o tablet attraverso digital download,Pi� di 3,Nessuno,Nessuna,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,30 � 40,Celibe - Nubile,Diploma di scuola media superiore,Disoccupato/a,3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Romantico,The Space,Vicinanza a casa,Meno di 1,Con gli amici,Il regista o il cast,Web,Su PC o tablet attraverso digital download,Da 1 a 3,Nessuno,Nessuna,Nessuno,Nessuna,Inviti gratuiti ad anteprime
0,1,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,3,Blog,Facebook,"PC, tablet o smartphone",Cinema e teatro,Thriller,The Space,Promozioni e sconti sul biglietto di ingresso,Pi� di 2,Con gli amici,Le recensioni online e offline,Web,Su PC o tablet attraverso digital download,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Laurea,Lavoratore dipendente,2,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Commedia,Altra,Vicinanza a casa,Da 1 a 2,Con il partner,Le recensioni online e offline,Siti internet specializzati,Su supporti DVD o Blu-ray,Da 1 a 3,Nessuno,Nessuna,Nessuno,Da 1 a 3,Biglietti cinema omaggio
0,1,,,,,,,,,,,,,,,,,,,,,,,
0,1,30 � 40,Coniugato/a  - convivente,Laurea,Lavoratore dipendente,2,"Moda, design e nuove tendenza",Facebook,Quotidiani stampa e periodici,Musica,Commedia,UCI,Vicinanza a casa,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Biglietti cinema omaggio
0,1,30 � 40,Coniugato/a  - convivente,Laurea,Libero professionista,2,"Cultura, cinema e spettacolo",Facebook,Televisione,Viaggi,Fantascienza,The Space,Film programmati,Da 1 a 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,pi� di 3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Arte e letteratura,Romantico,The Space,Promozioni e sconti sul biglietto di ingresso,Da 1 a 2,Con partner e figli,Le recensioni online e offline,Web,Su PC o tablet attraverso digital download,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,0,30 � 40,Celibe - Nubile,Laurea,Libero professionista,1,"Cultura, cinema e spettacolo",Twitter,"PC, tablet o smartphone",Cinema e teatro,Thriller,Altra,Promozioni e sconti sul biglietto di ingresso,Pi� di 2,Da solo,Le recensioni online e offline,Siti internet specializzati,Su supporti DVD o Blu-ray,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Organizzazione di corsi di scuola di cinema
1,0,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,3,Informazione sportiva,,"PC, tablet o smartphone",Cinema e teatro,Thriller,UCI,Promozioni e sconti sul biglietto di ingresso,Pi� di 2,Con partner e figli,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Biglietti cinema omaggio
0,1,,,,,,,,,,,,,,,,,,,,,,,
0,1,24 � 30,Celibe - Nubile,Laurea,Lavoratore dipendente,pi� di 3,Informazione sportiva,Facebook,"PC, tablet o smartphone",Cinema e teatro,Azione,UCI,Film programmati,Da 1 a 2,Con gli amici,Le recensioni online e offline,Web,Su PC o tablet attraverso digital download,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Biglietti cinema omaggio
0,1,,,,,,,,,,,,,,,,,,,,,,,
1,0,oltre 50,Celibe - Nubile,Laurea,Libero professionista,1,"Cultura, cinema e spettacolo",Facebook,Quotidiani stampa e periodici,Cinema e teatro,Romantico,The Space,Vicinanza a casa,Pi� di 2,Da solo,Le recensioni online e offline,Siti internet specializzati,Su PC o tablet attraverso digital download,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
1,0,,,,,,,,,,,,,,,,,,,,,,,
0,1,24 � 30,Celibe - Nubile,Laurea,Studente/ssa,2,"Cultura, cinema e spettacolo",Facebook,Televisione,Arte e letteratura,Horror,Altra,Film programmati,Meno di 1,Con gli amici,Il regista o il cast,Web,Su PC o tablet attraverso digital download,Da 1 a 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,,,,,,,,,,,,,,,,,,,,,,,
0,1,,,,,,,,,,,,,,,,,,,,,,,
1,0,oltre 50,Coniugato/a  - convivente,Licenza media,Lavoratore dipendente,pi� di 3,"Cultura, cinema e spettacolo",Facebook,Televisione,Cinema e teatro,Thriller,UCI,Vicinanza a casa,Da 1 a 2,Con il partner,Il regista o il cast,Televisione e radio,Sui canali televisivi satellitari a pagamento,Nessuno,Nessuno,Da 1 a 3,Da 1 a 3,Nessuna,Inviti gratuiti ad anteprime
0,1,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,2,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Thriller,The Space,Qualit� di immagine e suono,Pi� di 2,Con gli amici,Le recensioni online e offline,Siti internet specializzati,Sui canali televisivi satellitari a pagamento,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Laurea,Lavoratore dipendente,2,"Cultura, cinema e spettacolo",Facebook,Radio,Cinema e teatro,Avventura,The Space,Vicinanza a casa,Da 1 a 2,Con gli amici,Il regista o il cast,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Biglietti cinema omaggio
0,1,30 � 40,Celibe - Nubile,Laurea,Lavoratore dipendente,pi� di 3,"Moda, design e nuove tendenza",Facebook,"PC, tablet o smartphone",Cinema e teatro,Romantico,UCI,Vicinanza a casa,Pi� di 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Biglietti cinema omaggio
0,1,30 � 40,Celibe - Nubile,Laurea,Lavoratore dipendente,1,Notiziari,Facebook,Televisione,Cinema e teatro,Commedia,UCI,Film programmati,Da 1 a 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Da 1 a 3,Nessuno,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,40 � 50,Separato/a � divorziato/a non convivente,Licenza media,Lavoratore dipendente,pi� di 3,Informazione sportiva,Facebook,Televisione,Cinema e teatro,Fantascienza,The Space,Vicinanza a casa,Meno di 1,Con il partner,Le recensioni online e offline,Web,Su supporti DVD o Blu-ray,Pi� di 3,Pi� di 3,Da 1 a 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,40 � 50,Celibe - Nubile,Diploma di scuola media superiore,Lavoratore dipendente,2,Notiziari,Facebook,Televisione,Viaggi,Thriller,The Space,Facilit� di parcheggio,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Da 1 a 3,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,24 � 30,Celibe - Nubile,Laurea,Studente/ssa,3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Drammatico,UCI,Vicinanza a casa,Da 1 a 2,Con il partner,Il rating del film su Imdb e siti simili,Web,Su PC o tablet attraverso digital download,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,oltre 50,Separato/a � divorziato/a non convivente,Laurea,Altro,1,Altri,YouTube,Televisione,Cinema e teatro,Avventura,The Space,Facilit� di parcheggio,Pi� di 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Nessuno,Nessuno,Nessuna,Nessuno,Nessuna,Inviti gratuiti ad anteprime
0,1,30 � 40,Coniugato/a  - convivente,Laurea,Altro,pi� di 3,Altri,Instagram,"PC, tablet o smartphone",Cinema e teatro,Commedia,The Space,Qualit� di immagine e suono,Da 1 a 2,Con partner e figli,Le recensioni online e offline,Siti internet specializzati,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Pi� di 3,,Da 1 a 3,Biglietti cinema omaggio
1,0,30 � 40,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore autonomo,3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Thriller,UCI,Vicinanza a casa,Pi� di 2,Da solo,Il regista o il cast,Web,Sui canali televisivi in chiaro,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,oltre 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Altro,2,"Cultura, cinema e spettacolo",YouTube,"PC, tablet o smartphone",Arte e letteratura,Drammatico,Altra,Facilit� di parcheggio,Pi� di 2,Con il partner,Il regista o il cast,Web,Su PC o tablet attraverso digital download,Da 1 a 3,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,30 � 40,Celibe - Nubile,Diploma di scuola media superiore,Lavoratore dipendente,1,Altri,Facebook,"PC, tablet o smartphone",Attivit� sportive,Commedia,UCI,Vicinanza a casa,Meno di 1,Con il partner,Il rating del film su Imdb e siti simili,Web,Su PC o tablet attraverso digital download,Nessuno,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,40 � 50,Celibe - Nubile,Diploma di scuola media superiore,Lavoratore dipendente,1,Notiziari,Facebook,Quotidiani stampa e periodici,Cinema e teatro,Thriller,The Space,Promozioni e sconti sul biglietto di ingresso,Meno di 1,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Nessuno,Nessuno,Nessuna,Nessuno,Nessuna,Biglietti cinema omaggio
1,0,40 � 50,Celibe - Nubile,Laurea,Dirigente,2,"Moda, design e nuove tendenza",Facebook,Quotidiani stampa e periodici,Arte e letteratura,Drammatico,Altra,Vicinanza a casa,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Nessuno,Nessuno,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,30 � 40,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,2,Altri,Facebook,Televisione,Musica,Commedia,UCI,Vicinanza a casa,Pi� di 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,18 � 24,Celibe - Nubile,Diploma di scuola media superiore,Studente/ssa,pi� di 3,"Moda, design e nuove tendenza",Instagram,"PC, tablet o smartphone",Altro,Romantico,UCI,Vicinanza a casa,Pi� di 2,Con gli amici,Il passaparola,Siti internet specializzati,Su PC o tablet attraverso digital download,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Nessuna,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Diploma di scuola media superiore,Lavoratore autonomo,2,"Cultura, cinema e spettacolo",Facebook,Quotidiani stampa e periodici,Musica,Horror,The Space,Vicinanza a casa,Da 1 a 2,Con gli amici,Il regista o il cast,Televisione e radio,Su supporti DVD o Blu-ray,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,30 � 40,Celibe - Nubile,Laurea,Lavoratore dipendente,1,Notiziari,YouTube,Quotidiani stampa e periodici,Viaggi,Romantico,The Space,Film programmati,Pi� di 2,Con gli amici,Il passaparola,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Coniugato/a  - convivente,Laurea,Disoccupato/a,2,Notiziari,Facebook,Quotidiani stampa e periodici,Arte e letteratura,Avventura,The Space,Facilit� di parcheggio,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Nessuno,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
1,0,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,pi� di 3,"Cultura, cinema e spettacolo",Facebook,Televisione,Cinema e teatro,Horror,The Space,Film programmati,,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi satellitari a pagamento,Nessuno,Da 1 a 3,Nessuna,Nessuno,Da 1 a 3,Inviti ad anteprime di gala con la presenza del cast
0,1,oltre 50,Celibe - Nubile,Licenza media,Altro,1,Notiziari,Facebook,Televisione,Musica,Drammatico,The Space,Vicinanza a casa,Da 1 a 2,Con gli amici,Le recensioni online e offline,Quotidiani stampa e periodici,Sui canali televisivi in chiaro,Pi� di 3,Pi� di 3,Da 1 a 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,oltre 50,Separato/a � divorziato/a non convivente,Laurea,Lavoratore dipendente,1,"Cultura, cinema e spettacolo",YouTube,"PC, tablet o smartphone",Cinema e teatro,Commedia,UCI,Facilit� di parcheggio,Pi� di 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,24 � 30,Celibe - Nubile,Laurea,Studente/ssa,3,Notiziari,Facebook,"PC, tablet o smartphone",Cinema e teatro,Romantico,The Space,Vicinanza a casa,Da 1 a 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Diploma di scuola media superiore,Lavoratore dipendente,2,Notiziari,Facebook,Televisione,Cinema e teatro,Drammatico,Altra,Vicinanza a casa,Meno di 1,Con gli amici,Il passaparola,Web,Sui canali televisivi in chiaro,Da 1 a 3,Nessuno,Da 1 a 3,Da 1 a 3,Nessuna,Inviti gratuiti ad anteprime
0,1,24 � 30,Celibe - Nubile,Diploma di scuola media superiore,Studente/ssa,pi� di 3,Blog,Facebook,"PC, tablet o smartphone",Cinema e teatro,Fantascienza,UCI,Qualit� di immagine e suono,Pi� di 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,30 � 40,Celibe - Nubile,Diploma di scuola media superiore,Altro,1,Notiziari,Facebook,Televisione,Cinema e teatro,Thriller,UCI,Vicinanza a casa,Da 1 a 2,Con gli amici,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Da 1 a 3,Da 1 a 3,Pi� di 3,Nessuno,Nessuna,Biglietti cinema con sconti�
0,1,40 � 50,Celibe - Nubile,Laurea,Altro,1,Altri,Facebook,"PC, tablet o smartphone",Cinema e teatro,Thriller,The Space,Qualit� di immagine e suono,Pi� di 2,Con gli amici,Le recensioni online e offline,Siti internet specializzati,Su PC o tablet attraverso digital download,Pi� di 3,Nessuno,Pi� di 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,oltre 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Disoccupato/a,pi� di 3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Cinema e teatro,Avventura,Altra,Vicinanza a casa,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Su PC o tablet attraverso digital download,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Biglietti cinema omaggio
0,1,oltre 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,3,"Cultura, cinema e spettacolo",Facebook,"PC, tablet o smartphone",Musica,Thriller,The Space,Vicinanza a casa,Da 1 a 2,Con gli amici,Il regista o il cast,Web,Sui canali televisivi satellitari a pagamento,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,oltre 50,Coniugato/a  - convivente,Laurea,Libero professionista,3,Notiziari,Facebook,"PC, tablet o smartphone",Arte e letteratura,Thriller,Altra,Film programmati,Pi� di 2,Con il partner,Il passaparola,Quotidiani stampa e periodici,Su PC o tablet attraverso digital download,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
0,1,30 � 40,Coniugato/a  - convivente,Laurea,Lavoratore dipendente,3,Notiziari,Facebook,Quotidiani stampa e periodici,Cinema e teatro,Azione,The Space,Film programmati,Da 1 a 2,Con il partner,Il regista o il cast,Web,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,24 � 30,Celibe - Nubile,Laurea,Lavoratore dipendente,3,"Cultura, cinema e spettacolo",Instagram,"PC, tablet o smartphone",Musica,Commedia,The Space,Promozioni e sconti sul biglietto di ingresso,Pi� di 2,Con il partner,Le recensioni online e offline,Web,Su supporti DVD o Blu-ray,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Operazioni a premio con offerta di gadgets cinematografici
1,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,
0,0,,,,,,,,,,,,,,,,,,,,,,,
1,0,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore autonomo,2,"Cultura, cinema e spettacolo",Facebook,Quotidiani stampa e periodici,Musica,Thriller,The Space,Vicinanza a casa,Meno di 1,Con il partner,Il passaparola,Web,Sui canali televisivi in chiaro,Nessuno,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,0,40 � 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore autonomo,pi� di 3,Notiziari,Facebook,Radio,Cinema e teatro,Drammatico,The Space,Qualit� di immagine e suono,Da 1 a 2,Con gli amici,Il regista o il cast,Siti internet specializzati,Sui canali televisivi satellitari a pagamento,Pi� di 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Da 1 a 3,Inviti gratuiti ad anteprime
1,0,30 � 40,Celibe - Nubile,Laurea,Dirigente,pi� di 3,Informazione sportiva,Facebook,"PC, tablet o smartphone",Cinema e teatro,Commedia,The Space,Vicinanza a casa,Da 1 a 2,Con il partner,Le recensioni online e offline,Web,Su supporti DVD o Blu-ray,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
1,0,24 � 30,Celibe - Nubile,Laurea,Libero professionista,pi� di 3,Notiziari,Facebook,"PC, tablet o smartphone",Viaggi,Fantascienza,The Space,Vicinanza a casa,Pi� di 2,Con il partner,Il regista o il cast,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Da 1 a 3,Biglietti cinema omaggio
0,0,oltre 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Altro,3,Informazione sportiva,Facebook,Televisione,Attivit� sportive,Avventura,The Space,Qualit� di immagine e suono,Da 1 a 2,Con il partner,Il regista o il cast,Televisione e radio,Sui canali televisivi in chiaro,Da 1 a 3,Nessuno,Da 1 a 3,Da 1 a 3,Nessuna,Inviti gratuiti ad anteprime
0,1,40 � 50,Celibe - Nubile,Laurea,Lavoratore dipendente,2,Notiziari,Twitter,Televisione,Cinema e teatro,Avventura,UCI,Qualit� di immagine e suono,Pi� di 2,Con il partner,Le recensioni online e offline,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Da 1 a 3,Pi� di 3,Da 1 a 3,Inviti gratuiti ad anteprime
0,1,24 � 30,Celibe - Nubile,,Studente/ssa,pi� di 3,Altri,Facebook,"PC, tablet o smartphone",Altro,Drammatico,Altra,Vicinanza a casa,Meno di 1,Con gli amici,Le recensioni online e offline,Web,Su PC o tablet attraverso digital download,Da 1 a 3,Nessuno,Da 1 a 3,Da 1 a 3,Nessuna,Inviti gratuiti ad anteprime
0,1,oltre 50,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,2,Notiziari,Facebook,"PC, tablet o smartphone",Cinema e teatro,Commedia,Altra,Film programmati,Pi� di 2,Con il partner,Il regista o il cast,Web,Sui canali televisivi in chiaro,Pi� di 3,Da 1 a 3,Pi� di 3,Pi� di 3,Pi� di 3,Biglietti cinema omaggio
1,0,30 � 40,Coniugato/a  - convivente,Diploma di scuola media superiore,Lavoratore dipendente,3,"Cultura, cinema e spettacolo",Facebook,Televisione,Cinema e teatro,Drammatico,The Space,Vicinanza a casa,Pi� di 2,Con partner e figli,Il rating del film su Imdb e siti simili,Web,Su supporti DVD o Blu-ray,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Pi� di 3,Inviti gratuiti ad anteprime
